모델명:gemini-3.5-flash,시점:2026-05-20 17:45:56,파일명:현대모.pdf,걸린시간:23.63,사용 메모리:2.30,최종 메모리:110.56,"결과:[
  {
    ""issue"": ""기후변화 대응"",
    ""sub_issue"": ""제조공정, 공급망, 제품 포트폴리오 및 제품 사용 등 가치사슬 전반에 걸친 온실가스 감축 및 친환경 차량 부품 전환을 통한 글로벌 규제 대응""
  },
  {
    ""issue"": ""공급망 지속가능성 관리"",
    ""sub_issue"": ""원자재 채굴 및 가공 과정의 환경·노동권 리스크 관리, 협력사 ESG 진단 및 공급망 안정성 확보""
  },
  {
    ""issue"": ""제품 품질 및 안전 확보"",
    ""sub_issue"": ""제품 품질 향상 및 안전성 확보를 통한 고객 신뢰 구축 및 재무적 리스크 최소화""
  },
  {
    ""issue"": ""자원 사용 및 순환 경제"",
    ""sub_issue"": ""자원 재활용, 부품 소재 경량화 및 친환경 제품 생산을 통한 환경 오염 저감과 순환 체계 구축""
  },
  {
    ""issue"": ""인적자원 관리"",
    ""sub_issue"": ""모빌리티 기술 변화에 대응하는 전문 인력 육성, 우수 인재 확보 및 공정한 채용을 통한 사회적 가치 창출""
  },
  {
    ""issue"": ""신뢰받는 노사관계"",
    ""sub_issue"": ""노사 간 신뢰 구축 및 협력적 관계 유지를 통한 안정적인 경영 환경 조성""
  },
  {
    ""issue"": ""산업 안전보건 강화"",
    ""sub_issue"": ""사업장 내 안전보건 관리 체계 강화 및 재해 예방을 통한 임직원 안전 확보""
  },
  {
    ""issue"": ""정보보안 강화"",
    ""sub_issue"": ""사이버 보안 위협 대응 및 고객·기업 정보 보호 체계 고도화""
  },
  {
    ""issue"": ""기업지배구조"",
    ""sub_issue"": ""투명하고 건전한 지배구조 확립 및 이사회 중심의 책임 경영 실천""
  },
  {
    ""issue"": ""컴플라이언스 경영"",
    ""sub_issue"": ""법규 준수 및 윤리경영 강화를 통한 준법 리스크 예방 및 투명성 제고""
  },
  {
    ""issue"": ""다양성 및 포용성"",
    ""sub_issue"": ""다양성을 존중하는 조직 문화 조성 및 차별 없는 공정한 기회 제공""
  }
]"
모델명:gemini-3.5-flash,시점:2026-05-20 17:46:36,파일명:현대모.pdf,걸린시간:24.80,사용 메모리:0.72,최종 메모리:111.60,"결과:[
  {
    ""issue"": ""기후변화 대응"",
    ""sub_issue"": ""제조공정과 공급망, 제품 포트폴리오, 제품의 사용 등 가치사슬 전반에 연관되어 사업 모델과 재무성과에 미치는 영향 대응""
  },
  {
    ""issue"": ""인적자원 관리"",
    ""sub_issue"": ""전동화·자율주행·디지털화 등 모빌리티 기술 변화에 따른 전문 인력 육성 및 우수 인재 확보 실패 시 재무적 손실 방지""
  },
  {
    ""issue"": ""공급망 지속가능성 관리"",
    ""sub_issue"": ""원자재 채굴 및 가공 과정의 환경 파괴, 노동권 침해 예방 및 협력사 ESG 리스크 점검""
  },
  {
    ""issue"": ""제품 품질 및 안전 확보"",
    ""sub_issue"": ""제품 품질 및 안전성 확보를 통한 고객 신뢰 제고 및 시장 경쟁력 유지""
  },
  {
    ""issue"": ""산업 안전보건 강화"",
    ""sub_issue"": ""사업장 내 안전보건 관리 체계 강화 및 임직원의 안전한 근무 환경 조성""
  },
  {
    ""issue"": ""자원 사용 및 순환 경제"",
    ""sub_issue"": ""자원 재활용 등의 공정 전환, 부품 소재 경량화 및 친환경 제품 생산을 통한 환경 오염 저감""
  },
  {
    ""issue"": ""신뢰받는 노사관계"",
    ""sub_issue"": ""임직원과의 신뢰를 바탕으로 한 노사관계 구축 및 소통 강화""
  },
  {
    ""issue"": ""정보보안 강화"",
    ""sub_issue"": ""기업 및 고객 정보 보호를 위한 보안 시스템 강화 및 정보 유출 리스크 관리""
  },
  {
    ""issue"": ""기업지배구조"",
    ""sub_issue"": ""투명하고 책임 있는 지배구조 확립 및 이사회 중심의 의사결정 체계 운영""
  },
  {
    ""issue"": ""컴플라이언스 경영"",
    ""sub_issue"": ""글로벌 규제 및 법적 기준 준수를 통한 준법 경영 체계 강화""
  },
  {
    ""issue"": ""다양성 및 포용성"",
    ""sub_issue"": ""다양성을 존중하는 조직 문화 조성 및 차별 없는 기회 제공""
  }
]"
모델명:gemini-3.5-flash,시점:2026-05-20 17:47:42,파일명:현대모.pdf,걸린시간:3.53,사용 메모리:-0.68,최종 메모리:110.92,"결과:오류 발생: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 17.377902303s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '17s'}]}}"
모델명:gemini-3.5-flash,시점:2026-05-20 17:48:32,파일명:202506241133228380.pdf,걸린시간:3.61,사용 메모리:16.22,최종 메모리:126.36,"결과:오류 발생: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 27.772583779s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-3.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '27s'}]}}"
모델명:gemini-3.5-flash,시점:2026-05-20 17:50:16,파일명:202506241133228380.pdf,걸린시간:2.78,사용 메모리:16.19,최종 메모리:125.68,"결과:오류 발생: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 43.866869743s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '43s'}]}}"
모델명:gemini-3.5-flash,시점:2026-05-20 17:51:08,파일명:202506241133228380.pdf,걸린시간:3.40,사용 메모리:17.71,최종 메모리:125.90,"결과:오류 발생: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 52.307049805s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '52s'}]}}"
모델명:gemini-3.5-flash,시점:2026-05-20 17:52:06,파일명:202506241133228380.pdf,걸린시간:3.35,사용 메모리:17.75,최종 메모리:126.34,"결과:오류 발생: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 53.87719551s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '53s'}]}}"
모델명:gemini-3.5-flash,시점:2026-05-20 17:54:32,파일명:202506241133228380.pdf,걸린시간:3.93,사용 메모리:17.71,최종 메모리:125.38,"결과:오류 발생: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 28.214048916s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-3.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '28s'}]}}"
모델명:gemini-3.5-flash,시점:2026-05-20 17:55:01,파일명:202506241133228380.pdf,걸린시간:22.51,사용 메모리:8.13,최종 메모리:125.62,"결과:오류 발생: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
모델명:gemini-3.5-flash,시점:2026-05-20 17:55:38,파일명:현대모.pdf,걸린시간:1.30,사용 메모리:1.33,최종 메모리:118.81,"결과:오류 발생: 400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': 'API key expired. Please renew the API key.', 'status': 'INVALID_ARGUMENT', 'details': [{'@type': 'type.googleapis.com/google.rpc.ErrorInfo', 'reason': 'API_KEY_INVALID', 'domain': 'googleapis.com', 'metadata': {'service': 'generativelanguage.googleapis.com'}}, {'@type': 'type.googleapis.com/google.rpc.LocalizedMessage', 'locale': 'en-US', 'message': 'API key expired. Please renew the API key.'}]}}"
